"","num","inst","nombre","sexo","entidad"
"2399",2382,9940,"Director: Dr. Salvador Coutiño Audiffred ","m","QRO"
"2402",2385,9953,"Director: Profr. Aurelio Vicente Solís Hernández ","m","QRO"
"2403",2386,9958,"Director: Profr. Jose Luis Cansillo Rodríguez ","m","QRO"
"2404",2387,9963,"Director: Profr. Álvaro Montoya Alzaga ","m","QRO"
"2405",2388,9967,"Director: Lic. Jose Guadalupe Rivas Guzmán ","m","QRO"
"2406",2389,9971,"Director: Mtro. Jorge Gutiérrez de Velasco Rodríguez ","m","QRO"
"2410",2393,9987,"Director: Dra. Margarita Teresa de Jesús García Gasca ","f","QRO"
"2411",2394,9992,"Director: Beatriz del Rocío Verduzco Cuellar ","f","QRO"
"2412",2395,9997,"Director: Dra. Rosalía Virginia Ocampo Velázquez ","f","QRO"
"2413",2396,10002,"Director: Rubén Vega Ochoa ","m","QRO"
"2414",2397,10007,"Director: Mtro. Arturo Marcial Padrón Hernández ","m","QRO"
"2415",2398,10012,"Director: L.E. Miriam Barrón Ugalde ","f","QRO"
"2416",2399,10017,"Director: Mtro. Wenceslao Ortíz Vargas ","m","QRO"
"2418",2401,10025,"Director: Lic. Dario Malpica Basurto ","m","QRO"
"2419",2402,10029,"Director: Mtro. Carlos Rodrigo Valencia Bernal ","m","QRO"
"2420",2403,10033,"Director: Mtra. Ivonne Wiener Bercobich ","f","QRO"
"2421",2404,10038,"Director: Lic. Georgina Valenzuela Resendiz ","m","QRO"
"2424",2407,10051,"Director: Mtro. Gustavo Muñóz Guzmán ","m","QRO"
"2425",2408,10056,"Director: Dr. Carlos Javier Viscaino Arredondo ","m","QRO"
"2428",2411,10068,"Director: Mtro. Jaime Nieto Ramírez ","m","QRO"
"2430",2413,10076,"Director: Lic. Leonardo Moreno Gonzalez ","m","QRO"
"2431",2414,10080,"Director: Dra. Martha Elena Soto Obregón ","f","QRO"
"2432",2415,10084,"Director: Mtro. Enrique Sosa Gutiérrez ","m","QRO"
"2434",2417,10092,"Director: M. en E. Arturo Adolfo Vallejo Casanova ","m","QRO"
"2435",2418,10096,"Director: Mtro. José Carlos Arredondo Velázquez ","m","QRO"
"2436",2419,10100,"Director: M.A.P. Bibiana Rodríguez Montes ","f","QRO"
"2442",2425,10126,"Director: Mtra. Bertha Cobos Villalobos ","f","QR"
"2444",2427,10134,"Director: Dra. María del Carmen Pozo De la Tijera ","f","QR"
"2445",2428,10138,"Director: Dr. Roberto Gutiérrez Betancourt ","m","QR"
"2446",2429,10142,"Director: Profr. Gregorio Delgado Morales ","m","QR"
"2447",2430,10146,"Director: Profr. Jose Rafael Sosa ","m","QR"
"2450",2433,10158,"Director: C.P. Jorge Pérez Pérez ","m","QR"
"2451",2434,10163,"Director: Lic. Hiram Valdez Flores ","m","QR"
"2452",2435,10167,"Director: Lic. Socorro Xóchitl Carmona Bareño* ","f","QR"
"2453",2436,10171,"Director: Ing. Mario Vicente González Robles ","m","QR"
"2457",2440,10187,"Director: MC. Artemio Pérez Morales ","m","QR"
"2458",2441,10191,"Director: Mtro. Diego Ramón Briceño Domínguez ","m","QR"
"2459",2442,10195,"Director: Mtro. Mario Amilcar Correa Ochoa ","m","QR"
"2463",2446,10212,"Director: Dr. Ángel Ezequiel Rivero Palomo ","m","QR"
"2464",2447,10217,"Director: Mtro. Carlos Manuel Vázquez Álvarez ","m","QR"
"2465",2448,10222,"Director: Ing. Genny Vanessa Gracia Aguilar ","f","QR"
"2466",2449,10227,"Director: Mtra. Erika Leticia Alonso Flores ","f","QR"
"2467",2450,10231,"Director: Dra. Ana Pricila Sosa Ferreira ","f","QR"
"2474",2457,10259,"Director: M.C. Ildefonso Palemón Hernandez Silva ","m","QR"
"2475",2458,10263,"Director: Lic. Carlos Alberto Bazán Castro ","m","QR"
"2476",2459,10267,"Director: Dr. Fernando Mainou Cervantes ","m","QR"
"2477",2460,10271,"Director: Mtro. Fernando Sada Tamez ","m","QR"
"2478",2461,10275,"Director: Arq. Rubén Hernández ","m","QR"
"2480",2463,10283,"Director: Lic. Federico Rangel Gómez ","m","QR"
"2481",2464,10287,"Director: Dra. Manuela Laguna Coral ","f","QR"
"2482",2465,10291,"Director: Dr. Raúl Arístides Pérez Aguilar ","m","QR"
"2484",2467,10299,"Director: Mtro. Julián Aguilar Estrada ","m","QR"
"2485",2468,10303,"Director: M. en A. Jaime Alberto González Mendoza ","m","QR"
"2488",2471,10316,"Director: Profr. Francisco Hernández Ortíz ","m","SLP"
"2491",2474,10328,"Director: Profr. Joel Cortés Valadez ","m","SLP"
"2492",2475,10332,"Director: Mtro. Joel Ramos Leyva ","m","SLP"
"2493",2476,10336,"Director: Profr. Manuel García Ortiz ","m","SLP"
"2494",2477,10341,"Director: Dr. José Pimentel López ","m","SLP"
"2495",2478,10345,"Director: Dra. María Isabel Monroy Castillo ","f","SLP"
"2496",2479,10350,"Director: José Antonio Ruiz de Luna ","m","SLP"
"2498",2481,10358,"Director: Dra. Nicola Huehne Heyder ","f","SLP"
"2499",2482,10362,"Director: Lic. Enf. Matlde Hernández Nava ","f","SLP"
"2500",2483,10366,"Director: Prof. José I. Faz Ipiea ","m","SLP"
"2501",2484,10370,"Director: Profra. Graciela Alvarado Rosales ","f","SLP"
"2502",2485,10374,"Director: Profr. José Guillermo González Fuentes ","m","SLP"
"2503",2486,10378,"Director: Profra. Yolanda Lagazpy Salinas ","f","SLP"
"2504",2487,10382,"Director: Dr. Emilio Pozos Correa ","m","SLP"
"2505",2488,10386,"Director: Profr. Joel Reyes Bartolo ","m","SLP"
"2506",2489,10390,"Director: Profr. Juan Tobías García ","m","SLP"
"2508",2491,10398,"Director: Profra. Verónica Saucedo De La Llata ","f","SLP"
"2509",2492,10402,"Director: Profr. Nicolás Carro Ramirez ","m","SLP"
"2510",2493,10406,"Director: Profra. María Del Carmen Rangel Lozada ","f","SLP"
"2511",2494,10410,"Director: Profra. Maria Teresa Franco González Salas ","f","SLP"
"2512",2495,10414,"Director: Dr. José Mejía Lira ","m","SLP"
"2513",2496,10418,"Director: Lic. Antonio Jorge Hernández ","m","SLP"
"2515",2498,10426,"Director: Mtro. Carlos Alberto González Niño ","m","SLP"
"2516",2499,10430,"Director: Mtro. Gabriel Artemio Oros Velarde ","m","SLP"
"2518",2501,10438,"Director: Mtra. Clara Elizabeth Romero González ","f","SLP"
"2520",2503,10446,"Director: Mtra. Diana Lanusa Carrasco ","f","SLP"
"2521",2504,10450,"Director: Dr. Luis Antonio Salazar Olivo ","m","SLP"
"2522",2505,10454,"Director: M.C. José Isaías Martínez Corona ","m","SLP"
"2525",2508,10466,"Director: Dra. Esperanza Aguillón Robles ","f","SLP"
"2526",2509,10470,"Director: Lic. José Luis León López ","m","SLP"
"2527",2510,10474,"Director: Mtra. Ma. Magdalena Guerrero Martínez ","f","SLP"
"2528",2511,10478,"Director: Ing. Luis Alberto Frías Sánchez ","m","SLP"
"2529",2512,10482,"Director: Mtro. Ricardo Barcenas Rivas ","m","SLP"
"2530",2513,10487,"Director: Dr. Héctor Morelos Borja ","m","SLP"
"2531",2514,10491,"Director: Ing. Xicoténcatl Turribiartes Flores ","m","SLP"
"2532",2515,10495,"Director: Dra. Yolanda López Contreras ","f","SLP"
"2533",2516,10499,"Director: Mtro. Juan José de la Luz Amaro Vargas ","m","SLP"
"2534",2517,10503,"Director: Dr. Santiago Alfredo Salas de León ","m","SLP"
"2535",2518,10507,"Director: Dra. Rita Ferrari ","f","SLP"
"2536",2519,10511,"Director: Mtro. en Arq. Manuel Fermín Villar Rubio ","m","SLP"
"2537",2520,10516,"Director: Ing. Miguel Ángel Tiscareño Iracheta ","m","SLP"
"2538",2521,10521,"Director: C.P. Mario Fernando Avalos Sekeres ","m","SLP"
"2539",2522,10526,"Director: LCC. Aurora Orduña Correa ","f","SLP"
"2540",2523,10530,"Director: Ing. Ignacio Algara Cossío ","m","SLP"
"2541",2524,10534,"Director: Prof. e Ing. Salvador Silva Carrillo ","m","SLP"
"2542",2525,10539,"Director: Ing. Alfredo Gurrola Grave ","m","SLP"
"2543",2526,10544,"Director: Lic. Rafael Murgía Francisco ","m","SLP"
"2544",2527,10549,"Director: Etnóloga Martha Inés Flores Pacheco ","f","SLP"
"2545",2528,10553,"Director: Lic. Francisco Martínez Briones ","m","SLP"
"2546",2529,10557,"Director: Alfonso Nava Diaz ","m","SLP"
"2547",2530,10561,"Director: C.P. Alfonso Juventino Nava Díaz ","m","SLP"
"2548",2531,10565,"Director: Lic. Víctor Soto Hernández ","m","SLP"
"2549",2532,10569,"Director: Lic. Gerarado Maya González ","m","SLP"
"2565",2548,10634,"Director: Lic. Francisco Javier Bazaldua ","m","SLP"
"2566",2549,10638,"Director: Dr. Fernando Ávila Lomelí ","m","SLP"
"2568",2551,10646,"Director: Dr. Armando Sánchez Macías ","m","SLP"
"2569",2552,10650,"Director: Mtro. Francisco Javier Delgado Rojas ","m","SLP"
"2570",2553,10654,"Director: Lic. José Arturo Segoviano García ","m","SLP"
"2571",2554,10658,"Director: Lic. José Homero Garza Rodarte, MEE. ","m","SLP"
"2577",2560,10682,"Director: C.P. Leonor Rivera Pérez ","m","SLP"
"2580",2563,10695,"Director: Ing. Jesús Fernándo Martínez Cabréra ","m","SIN"
"2581",2564,10699,"Director: Prof. Alfrédo Molína Mariscal ","m","SIN"
"2582",2565,10703,"Director: Prof. Jesús Alfonso Beltrán Espinóza ","m","SIN"
"2583",2566,10707,"Director: Prof.Victor Ramírez Moráles ","m","SIN"
"2584",2567,10711,"Director: Profr. Rafael Castro Juárez ","m","SIN"
"2585",2568,10715,"Director: Lic. Rafaél Lizárraga Huyzar ","m","SIN"
"2586",2569,10719,"Director: Li. Candelario Caliz López ","m","SIN"
"2587",2570,10723,"Director: Lic. Ernesto Magaña Velarde ","m","SIN"
"2588",2571,10728,"Director: Ing. Noemí Astorga ","f","SIN"
"2589",2572,10733,"Director: Ing. Gilberto Jiménez ","m","SIN"
"2590",2573,10737,"Director: C.P. Ramiro Cervantes Castro ","m","SIN"
"2591",2574,10741,"Director: Lic. Ma. Teresa Zazueta y Zazueta ","f","SIN"
"2592",2575,10745,"Director: Lic. Margarita Solórzano Camacho ","f","SIN"
"2593",2576,10749,"Director: Lic.Jaíme Jiménez Sántos ","m","SIN"
"2594",2577,10753,"Director: Profra. María del Rosario Garzón Zúñiga ","f","SIN"
"2595",2578,10757,"Director: Mtro.Rodólfo Campóy de la Véga ","m","SIN"
"2596",2579,10762,"Director: Cap. Alt. Leandro Castellón Anáya ","m","SIN"
"2597",2580,10766,"Director: Profra. Auróra Felíx Delgádo ","f","SIN"
"2598",2581,10770,"Director: Profra. Alma Yadira Meza Rendón ","f","SIN"
"2599",2582,10774,"Director: M.C. Hernán Hernández Ayala ","m","SIN"
"2600",2583,10778,"Director: C. Rubén Efrén Benitez Aguilar ","m","SIN"
"2601",2584,10782,"Director: Lic. Florentíno Cástro López ","m","SIN"
"2602",2585,10786,"Director: Lic. José Casillas ","m","SIN"
"2603",2586,10790,"Director: Dr. Jorge Guadalúpe Aros Rodríguez ","m","SIN"
"2604",2587,10794,"Director: Mtro. Martin de Jesús Espinoza Gaxiola ","m","SIN"
"2608",2591,10810,"Director: Lic. Hector Eduardo León Galindo ","m","SIN"
"2609",2592,10814,"Director: Mtro. Pedro Ceballos Rendón ","m","SIN"
"2610",2593,10818,"Director: Dra. María Trinidad Cárdenas Ponce ","f","SIN"
"2612",2595,10827,"Director: Ing. José Luis Cárdenas Hernández ","m","SIN"
"2613",2596,10832,"Director: Ing. Jesús Humberto Reyes Váldez ","m","SIN"
"2614",2597,10837,"Director: M. en A. Alma Rosa González Audiffred ","f","SIN"
"2615",2598,10842,"Director: Dr. Jorge Montiel Montoya ","m","SIN"
"2616",2599,10846,"Director: Dr. José Rigoberto Raygoza Viera ","m","SIN"
"2620",2603,10862,"Director: Ing. Luis Eduardo Ruelas García ","m","SIN"
"2621",2604,10866,"Director: MC. Sergio Efraín Beltrán Beltrán ","m","SIN"
"2622",2605,10870,"Director: Ing. Francisco Javier Mozqueda Alarcón ","m","SIN"
"2623",2606,10874,"Director: Ing. Ángel Rafael Quevedo Camacho ","m","SIN"
"2624",2607,10878,"Director: Ing. Manuel Alonso Ayala Castro ","m","SIN"
"2625",2608,10882,"Director: Lic. Gerardo López del Río ","m","SIN"
"2626",2609,10887,"Director: Ing. Isidro Cavazos de León ","m","SIN"
"2627",2610,10891,"Director: M. en C. Efraín Alemán García ","m","SIN"
"2628",2611,10895,"Director: Dra. Ana María Miranda Martínez ","f","SIN"
"2629",2612,10899,"Director: Dr. Fortunato Ruíz Martínez ","m","SIN"
"2630",2613,10903,"Director: Dr. Alfredo Octavio Millán Alarid ","m","SIN"
"2635",2618,10923,"Director: Dra. Sylvia Paz Díaz Camacho ","f","SIN"
"2636",2619,10927,"Director: Dr. Juan Eulogio Guerra Liera ","m","SIN"
"2637",2620,10932,"Director: MC. Oscar Octavio Pérez Camacho ","m","SIN"
"2638",2621,10937,"Director: MC. Reyes de Jesús Cárdenas Félix ","m","SIN"
"2639",2622,10942,"Director: MC. Rafael Mendoza Zatarain ","m","SIN"
"2643",2626,10958,"Director: Ing. José Carlos Tarriba Urtuzuastegui ","m","SIN"
"2644",2627,10962,"Director: Pbro. Lic. Javier Antuna García ","m","SIN"
"2645",2628,10966,"Director: Lic. Roberto Pérez Jacobo ","m","SIN"
"2646",2629,10970,"Director: Lic. Fernando A. Orrantia Arellano ","m","SIN"
"2647",2630,10975,"Director: Dr. Juan Cayetano Niebla Zataraín ","m","SIN"
"2648",2631,10980,"Director: M.C. Andrés Ariel Ayala German ","m","SIN"
"2649",2632,10985,"Director: Lic. Carlos Alberto Inzunza Sánchez ","m","SIN"
"2650",2633,10990,"Director: M.C. Lorenzo Meza García ","m","SIN"
"2651",2634,10995,"Director: M.C. César Efraín Soto Serrano ","m","SIN"
"2652",2635,11000,"Director: M.C. Edgardo López Quintero ","m","SIN"
"2653",2636,11004,"Director: Dr. Jorge René Meléndrez Quezada ","m","SIN"
"2654",2637,11009,"Director: Mtra. Gema Matílde García Rosas ","f","SIN"
"2655",2638,11014,"Director: Ing. Adalberto Osuna Luna ","m","SIN"
"2656",2639,11018,"Director: Lic. Mára Selénne Nevárez Rívas ","f","SIN"
"2658",2641,11026,"Director: M.C. Marcela Huling Sánchez ","f","SIN"
"2659",2642,11030,"Director: Lic. Miguél Ángel Bojórquez Váldez ","m","SIN"
"2660",2643,11034,"Director: Lic. Nelson Amparán ","m","SIN"
"2661",2644,11038,"Director: Mtro. Marcial Tirado Velarde ","m","SIN"
"2662",2645,11042,"Director: Dr. Miguel Ángel Rosales Medrano ","m","SIN"
"2663",2646,11046,"Director: Dr. Alfredo Román Messina ","m","SIN"
"2664",2647,11050,"Director: Dr. Leonardo Germán Gandarilla ","m","SIN"
"2665",2648,11054,"Director: M.C. Manuel José Correa Pérez ","m","SIN"
"2669",2652,11070,"Director: Lic. Carlos Héctor Camacho Robledo ","m","SIN"
"2670",2653,11075,"Director: Lic. Juan Carlos Negrete Meza ","m","SON"
"2671",2654,11079,"Director: Dr. Pablo Wong González ","m","SON"
"2672",2655,11083,"Director: Mtro Víctor Manuel Flores Valenzuela ","m","SON"
"2673",2656,11087,"Director: Profr. Adalberto Dueñas López ","m","SON"
"2674",2657,11091,"Director: Prof. Miguel Gonzalo Cota De La Cruz ","m","SON"
"2675",2658,11095,"Director: Lic. Sandra Loúrdes Villarreal Castañeda ","f","SON"
"2676",2659,11100,"Director: Mtro. Policarpo Rivéra Castro ","m","SON"
"2677",2660,11104,"Director: Dr. Juan Poom Medina ","m","SON"
"2678",2661,11109,"Director: Ing. Robérto Soto Soto ","m","SON"
"2679",2662,11114,"Director: Ing. Emmanuel Delgadillo ","m","SON"
"2680",2663,11119,"Director: Ing. Juan Manuel Ramos ","m","SON"
"2683",2666,11131,"Director: Dr. Jesús Enrique Mungarro Matus ","m","SON"
"2684",2667,11135,"Director: Mtra. María Jesús Gracia López ","f","SON"
"2685",2668,11139,"Director: Mtra. Patricia Borquez Reyes ","f","SON"
"2686",2669,11143,"Director: Profr. Pedro Borbón Coss ","m","SON"
"2687",2670,11147,"Director: Prof. José Cipriano Andrade Zamora ","m","SON"
"2688",2671,11152,"Director: Profr. Armando Navárro Ayón ","m","SON"
"2689",2672,11156,"Director: Prof. Nicolás Echevarría Luna ","m","SON"
"2691",2674,11164,"Director: Mtro. René Llamas Rembao ","m","SON"
"2695",2678,11180,"Director: Lic. Luz de Lourdes Ángulo López ","f","SON"
"2696",2679,11184,"Director: Mtro. Rubén Ríos Enríquez ","m","SON"
"2698",2681,11192,"Director: Dr. Rafael García Martínez ","m","SON"
"2699",2682,11196,"Director: Dr. Victor García Castellanos ","m","SON"
"2700",2683,11200,"Director: Mtro. Hermenegíldo Lagárda Léyva ","m","SON"
"2701",2684,11204,"Director: M.C. Gerardo Ochoa Salcido ","m","SON"
"2702",2685,11208,"Director: M.C. Artémio García Santóyo ","m","SON"
"2704",2687,11216,"Director: Lic. Francisco Huerta Aldas ","m","SON"
"2705",2688,11220,"Director: Dr. Javier José Vales García ","m","SON"
"2706",2689,11225,"Director: Mtro. Mario Alberto Vázquez García ","m","SON"
"2707",2690,11230,"Director: Mtro. Daniel Antonio Rendón Chaidez ","m","SON"
"2708",2691,11234,"Director: Lic. Gabriel Baldenebro Patrón ","m","SON"
"2709",2692,11238,"Director: Mtro. Ramón Enrique López Fuentes ","m","SON"
"2710",2693,11242,"Director: L.E. María Jesús Reyes Ortiz ","m","SON"
"2711",2694,11247,"Director: Ing. Juan Diego Castro Campoy ","m","SON"
"2712",2695,11252,"Director: Dr. Francisco Javier Quezada ","m","SON"
"2713",2696,11256,"Director: Lic. Jesús Fco. Gallegos Castañeda ","m","SON"
"2714",2697,11260,"Director: Mtro. Rubén Armando Reynaga Valdez ","m","SON"
"2715",2698,11265,"Director: Dr. en Educ. Alejandro León Félix ","m","SON"
"2716",2699,11269,"Director: Mtro. Víctor Manuel Barrera Valenzuela ","m","SON"
"2717",2700,11274,"Director: Profr. Silvino Alzate Macedo ","m","SON"
"2718",2701,11279,"Director: Profr. Gustavo López ","m","SON"
"2719",2702,11284,"Director: Profra. Delia Murrieta López ","f","SON"
"2720",2703,11288,"Director: Mtro. Mauro Morales Ibarra ","m","SON"
"2721",2704,11293,"Director: Profr. Jorge Arturo Rodríguez Rodríguez ","m","SON"
"2722",2705,11298,"Director: Profra. Marcela Muñoz Gutiérrez ","f","SON"
"2725",2708,11312,"Director: M.C. Ma. Leticia Hernández Hernández ","f","SON"
"2729",2712,11328,"Director: Mtro. Benjamín Luis Lagarda Burgos ","m","SON"
"2731",2714,11336,"Director: LL.M. Federico Saviñon Plaza ","m","SON"
"2732",2715,11340,"Director: C.P. Francisco Javier Figueroa Montaño ","m","SON"
"2733",2716,11344,"Director: Prof. Orley Sánchez ","m","SON"
"2734",2717,11348,"Director: Dr. Enrique Fernando Velázquez Contreras ","m","SON"
"2735",2718,11353,"Director: Dra. Arminda Guadalupe García de León Peñúñuri Monteverde ","f","SON"
"2736",2719,11358,"Director: M.E. Arturo Baldenegro Campa ","m","SON"
"2737",2720,11364,"Director: M.A. Salomón Moreno Medina ","m","SON"
"2738",2721,11369,"Director: M.D.O Rosana Basurto Álvarez ","f","SON"
"2739",2722,11374,"Director: M.C. Saúl Robles García ","m","SON"
"2740",2723,11379,"Director: Licda.Sandra Loúrdes Villarréal Castañeda ","f","SON"
"2741",2724,11384,"Director: Mtra.Ma. Luisa Valdéz Ibarra ","f","SON"
"2742",2725,11389,"Director: Lic. Ana Lorénia González Sotelo ","f","SON"
"2743",2726,11394,"Director: Lic. Sérgio Ulises Ruiz Martínez ","m","SON"
"2744",2727,11399,"Director: Lic. José Eudóro Guzmán Valle ","m","SON"
"2745",2728,11404,"Director: Lic. Crisanto López Valdéz ","m","SON"
"2746",2729,11409,"Director: Lic. Consuelo Salazár ","f","SON"
"2747",2730,11414,"Director: Licda.Nórma Marisól Chávez Reyes ","f","SON"
"2748",2731,11419,"Director: Lic. Consuélo Salazár Vizcárra ","f","SON"
"2749",2732,11424,"Director: Q.B. Rebeca María Félix Martínez ","f","SON"
"2751",2734,11434,"Director: Licda. Alejándra Alcaráz Lafarga ","f","SON"
"2752",2735,11439,"Director: Mtro Felípe de Jesús González Galaz ","m","SON"
"2753",2736,11444,"Director: Mtro. Gilberto Becerra Salazar ","m","SON"
"2755",2738,11454,"Director: Mtra. Leticia Belem Amézaga Ramírez ","f","SON"
"2756",2739,11459,"Director: Mtra. Martha Eugenia Reyes Peña ","f","SON"
"2757",2740,11463,"Director: Mtro. Horacio Huerta Cevallos ","m","SON"
"2758",2741,11468,"Director: Lic. Ana María Bujanda Tovar ","f","SON"
"2759",2742,11473,"Director: M.A. Ramón Navarro Aguilar ","m","SON"
"2760",2743,11478,"Director: Ing. Sergio Cervantes Aguilar ","m","SON"
"2761",2744,11483,"Director: M.A. Rosario Luque Quevedo ","f","SON"
"2762",2745,11488,"Director: Mtra. María Concepción Leyva Barraza ","f","SON"
"2765",2748,11500,"Director: M.A. Manuél Duárte Mendóza ","m","SON"
"2766",2749,11504,"Director: Mtro. José Ramón Cubillas Romero, fcs ","m","SON"
"2770",2753,11520,"Director: Ing. Adalberto Abdalá Calderón Trujillo ","m","SON"
"2771",2754,11524,"Director: Lic. Miguel González Tapia ","m","SON"
"2772",2755,11528,"Director: Lic. Salvador Raúl González Valenzuela ","m","SON"
"2773",2756,11532,"Director: Lic. Eder Josué Valenzuela Beltrones ","m","SON"
"2777",2760,11549,"Director: Ing. Eudóro Guzmán Valle ","m","SON"
"2778",2761,11554,"Director: Profr. Walter Ramírez Izquierdo ","m","TAB"
"2779",2762,11558,"Director: Profra. Francisca Reynés de Medina ","f","TAB"
"2780",2763,11563,"Director: Dr. David Palma López ","m","TAB"
"2781",2764,11567,"Director: Lic. Dalia Margarita Margalli Aguilar ","f","TAB"
"2782",2765,11572,"Director: Dr. Rodimiro Ramos Reyes ","m","TAB"
"2783",2766,11577,"Director: Lic. María Luisa Malagón García ","f","TAB"
"2784",2767,11581,"Director: Profr. Priego Ramón Yara María ","m","TAB"
"2785",2768,11585,"Director: Profra. Martina de Tila Goque Torruco ","f","TAB"
"2786",2769,11589,"Director: M.C.E. Pedro García Fentanes ","m","TAB"
"2787",2770,11593,"Director: Profr. Luis Fernando Pablo ","m","TAB"
"2788",2771,11597,"Director: Mtro. José Antonio Moscoso Canabal ","m","TAB"
"2789",2772,11601,"Director: Lic. Juan Molina Becerra ","m","TAB"
"2791",2774,11609,"Director: Lic Maday Merino Damián ","f","TAB"
"2793",2776,11617,"Director: Mtra. Norma Lili Cárdenas Zurita ","f","TAB"
"2794",2777,11621,"Director: MC José Luis Santos López ","m","TAB"
"2796",2779,11629,"Director: M.A. Ángel Francisco Velasco Muñoz ","m","TAB"
"2797",2780,11633,"Director: Mtro. Mario Alberto Juárez Zapata ","m","TAB"
"2798",2781,11637,"Director: M.A.P. Julio César Cabrales de la Cruz ","m","TAB"
"2799",2782,11641,"Director: M.C.I. Miguel Ángel Contreras Verdugo ","m","TAB"
"2800",2783,11645,"Director: Dr. Iván Arturo Pérez Martínez ","m","TAB"
"2801",2784,11649,"Director: Mtro. Rafael Bojorques Güerela ","m","TAB"
"2802",2785,11653,"Director: Lic. Carlos Luis Garrido Gular ","m","TAB"
"2804",2787,11661,"Director: Mtro. Andrés Domínguez Contreras ","m","TAB"
"2805",2788,11666,"Director: Dr. Roberto González Garduño ","m","TAB"
"2806",2789,11672,"Director: M. en Ed. Víctor Humberto Mejía Rosas ","m","TAB"
"2807",2790,11676,"Director: M.A Julissa Castro Diaz del Castillo ","f","TAB"
"2809",2792,11685,"Director: Mtro. Emilio Alberto Ygartua ","m","TAB"
"2810",2793,11689,"Director: Mtra. Martha Irene Taracena Robles ","f","TAB"
"2816",2799,11713,"Director: Dr. José Manuel Piña Gutiérrez ","m","TAB"
"2819",2802,11725,"Director: Dr. Lácides García Detjen ","m","TAB"
"2820",2803,11729,"Director: Mtro. Ramiro Chávez Gochicoa ","m","TAB"
"2821",2804,11733,"Director: Mtro. Carlos Aldecoa Damas ","m","TAB"
"2822",2805,11737,"Director: Mtro. José Armando Paz Morales ","m","TAB"
"2823",2806,11741,"Director: Dr. Querubín Fernández Quintana ","m","TAB"
"2825",2808,11749,"Director: Dr. Fernando Calzada Falcón ","m","TAB"
"2826",2809,11753,"Director: M.A. Mari Carmen Bravo Guzmán ","f","TAB"
"2827",2810,11758,"Director: Profr. Rubén Ruiz Mellado ","m","TAMPS"
"2828",2811,11762,"Director: Profra. Leticia Abrego Adame ","f","TAMPS"
"2829",2812,11766,"Director: Profr. Guillermo Amaya Tijerina ","m","TAMPS"
"2830",2813,11770,"Director: Profr. Héctor Estrada Hernández ","m","TAMPS"
"2832",2815,11778,"Director: Profr. José Maldonado García ","m","TAMPS"
"2833",2816,11782,"Director: Lic. Elizabeth Robbins Williams ","m","TAMPS"
"2834",2817,11786,"Director: Mtro. Francisco Azcárraga Salazar ","m","TAMPS"
"2835",2818,11791,"Director: Lic. Gerardo M. Arredondo Llanos ","m","TAMPS"
"2836",2819,11796,"Director: Dr. Arturo Pérez Díaz ","m","TAMPS"
"2837",2820,11800,"Director: Mtro. Fernando García Licea ","m","TAMPS"
"2838",2821,11804,"Director: C. Victor Manuel Mansilla Terán ","m","TAMPS"
"2839",2822,11808,"Director: Profr. Antonio Andrés Pascual García ","m","TAMPS"
"2841",2824,11816,"Director: Dr. Ricardo Díaz Garza ","m","TAMPS"
"2842",2825,11821,"Director: Luz Elena Gonzáles Rubio ","f","TAMPS"
"2843",2826,11826,"Director: Gladys Alejandrina García Guillén ","f","TAMPS"
"2844",2827,11830,"Director: M. E. Ma. Julia Orta Rosales ","f","TAMPS"
"2845",2828,11835,"Director: Ing. M.N. Gustavo Célis Olvera ","m","TAMPS"
"2846",2829,11839,"Director: Profra. María Isabel González Uvalle ","f","TAMPS"
"2847",2830,11843,"Director: Profra. Margarita Braña Acevedo ","f","TAMPS"
"2848",2831,11847,"Director: Profr. Javier Grajaldo ","m","TAMPS"
"2849",2832,11851,"Director: Mtra. Aída Vázquez Norman ","f","TAMPS"
"2850",2833,11855,"Director: Profr. Elías Ernesto Vargas González ","m","TAMPS"
"2851",2834,11859,"Director: Mtro. Pedro César Luna Reyes ","m","TAMPS"
"2852",2835,11863,"Director: Profr. Jorge Cantú Quintanilla ","m","TAMPS"
"2853",2836,11867,"Director: M. en ED. Oscar Hernández Gutiérrez ","m","TAMPS"
"2854",2837,11871,"Director: Profr. Miguel Ángel Valdez ","m","TAMPS"
"2855",2838,11875,"Director: Profra. Angélica María Gándara Gómez ","f","TAMPS"
"2856",2839,11879,"Director: Profr. Heriberto FLorencia Menéndez ","m","TAMPS"
"2857",2840,11883,"Director: Profr. Alfredo Herrera Guzmán ","m","TAMPS"
"2858",2841,11887,"Director: Lic. Eliseo Castillo Tejeda ","m","TAMPS"
"2860",2843,11895,"Director: Lic. José Luis Lucio Botello ","m","TAMPS"
"2861",2844,11900,"Director: Lic. Carlos Enrique Amaro Ramírez ","m","TAMPS"
"2866",2849,11920,"Director: LAE. Juan Rosendo Martínez Gómez ","m","TAMPS"
"2867",2850,11924,"Director: Lic. Arturo E. Millán Ortiz ","m","TAMPS"
"2869",2852,11932,"Director: Dr. Francisco J. Morales Escamilla ","m","TAMPS"
"2870",2853,11937,"Director: Dr. Alberto Mendoza Herrera ","m","TAMPS"
"2871",2854,11942,"Director: M. en A. Martín Santamaría Valdés ","m","TAMPS"
"2872",2855,11947,"Director: Ing. Héctor Uriel Mayagoitia Prado ","m","TAMPS"
